                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.83316,                0.64084,                0.81563,                0.80181,                0.67163,                0.76954,                0.58156,                0.74585,                0.65213,                0.80494,              0.0056157,              0.0056157,              0.0056157
                    158,                0.83804,                0.64226,                0.81318,                0.80218,                 0.6716,                0.76972,                0.58213,                0.74586,                0.65143,                0.80492,              0.0055874,              0.0055874,              0.0055874
                    159,                0.82604,                0.63871,                0.81301,                0.80273,                0.67144,                 0.7696,                0.58162,                0.74588,                0.65199,                0.80494,              0.0055591,              0.0055591,              0.0055591
                    160,                0.82769,                0.64327,                0.81212,                0.80049,                0.67174,                0.76967,                0.58167,                0.74557,                0.65143,                0.80489,              0.0055309,              0.0055309,              0.0055309
                    161,                  0.831,                 0.6421,                0.81124,                 0.7989,                0.67187,                0.76962,                0.58124,                0.74533,                 0.6516,                0.80491,              0.0055026,              0.0055026,              0.0055026
                    162,                0.83252,                0.64118,                0.81326,                0.79895,                0.67224,                0.77005,                0.58186,                 0.7454,                0.65167,                0.80486,              0.0054743,              0.0054743,              0.0054743
                    163,                0.82165,                0.62808,                 0.8119,                0.80227,                0.67091,                0.77042,                0.58224,                0.74553,                0.65128,                0.80485,               0.005446,               0.005446,               0.005446
                    164,                0.82681,                0.63245,                0.81042,                0.80225,                0.67122,                0.77034,                0.58246,                0.74544,                0.65126,                0.80483,              0.0054177,              0.0054177,              0.0054177
                    165,                0.83266,                  0.638,                0.80875,                0.80302,                0.67128,                0.77091,                0.58208,                0.74551,                0.65086,                0.80482,              0.0053894,              0.0053894,              0.0053894
                    166,                0.82901,                0.63223,                0.80941,                0.79872,                0.67227,                0.77119,                0.58247,                0.74521,                0.65057,                0.80476,              0.0053611,              0.0053611,              0.0053611
                    167,                  0.821,                 0.6346,                0.81143,                0.80057,                 0.6737,                0.77139,                0.58262,                0.74521,                0.65028,                0.80475,              0.0053329,              0.0053329,              0.0053329
                    168,                0.83088,                0.62823,                0.81222,                0.80227,                0.67235,                0.77149,                0.58303,                0.74518,                0.65024,                0.80472,              0.0053046,              0.0053046,              0.0053046
                    169,                0.81525,                0.62211,                0.81074,                 0.8035,                0.67183,                0.77154,                 0.5829,                0.74506,                0.65084,                 0.8047,              0.0052763,              0.0052763,              0.0052763
                    170,                0.83366,                0.63447,                0.81082,                 0.8016,                0.67263,                0.77202,                0.58282,                0.74527,                0.65042,                0.80465,               0.005248,               0.005248,               0.005248
                    171,                0.82481,                0.61977,                0.81034,                0.80166,                0.67248,                 0.7724,                0.58341,                0.74532,                0.64959,                0.80469,              0.0052197,              0.0052197,              0.0052197
                    172,                0.80951,                0.61449,                0.81109,                0.80155,                0.67327,                0.77235,                0.58346,                0.74479,                0.65036,                0.80461,              0.0051914,              0.0051914,              0.0051914
                    173,                0.82564,                0.61268,                 0.8127,                0.80006,                0.67369,                0.77235,                0.58353,                0.74489,                0.65031,                0.80466,              0.0051631,              0.0051631,              0.0051631
                    174,                0.82529,                0.62414,                0.81132,                0.79946,                0.67169,                0.77275,                0.58367,                0.74516,                 0.6501,                0.80458,              0.0051349,              0.0051349,              0.0051349
                    175,                0.80561,                0.60968,                 0.8097,                0.80129,                0.67161,                0.77285,                0.58409,                0.74463,                0.64988,                 0.8046,              0.0051066,              0.0051066,              0.0051066
                    176,                0.81719,                0.61536,                0.81165,                0.80073,                0.67232,                0.77297,                0.58386,                 0.7446,                0.65001,                0.80461,              0.0050783,              0.0050783,              0.0050783
                    177,                0.81877,                0.61934,                0.81034,                0.80052,                0.67158,                0.77244,                0.58347,                0.74503,                0.65073,                0.80457,                0.00505,                0.00505,                0.00505
                    178,                0.82485,                0.62452,                 0.8098,                0.79978,                0.67234,                0.77265,                0.58429,                0.74442,                0.64994,                0.80452,              0.0050217,              0.0050217,              0.0050217
                    179,                0.81757,                0.62339,                0.81282,                0.79768,                0.67486,                0.77285,                0.58385,                0.74478,                0.64973,                0.80452,              0.0049934,              0.0049934,              0.0049934
                    180,                0.80729,                0.61588,                0.81246,                0.79787,                0.67536,                 0.7729,                 0.5847,                0.74451,                0.65011,                0.80449,              0.0049651,              0.0049651,              0.0049651
                    181,                 0.8073,                0.60531,                0.81052,                0.79695,                0.67621,                0.77329,                0.58472,                0.74472,                0.65037,                0.80449,              0.0049369,              0.0049369,              0.0049369
                    182,                0.80865,                0.59581,                0.80817,                0.79791,                0.67709,                0.77343,                0.58477,                0.74474,                0.65044,                0.80444,              0.0049086,              0.0049086,              0.0049086
                    183,                0.80591,                0.59589,                0.81027,                0.79544,                0.67851,                0.77292,                 0.5845,                0.74488,                0.64964,                0.80446,              0.0048803,              0.0048803,              0.0048803
                    184,                0.80316,                0.59791,                0.81382,                0.79535,                0.67669,                0.77323,                0.58492,                0.74519,                 0.6498,                0.80444,               0.004852,               0.004852,               0.004852
                    185,                0.80373,                0.59564,                0.80737,                0.79938,                0.67535,                0.77337,                 0.5848,                0.74454,                0.64985,                0.80449,              0.0048237,              0.0048237,              0.0048237
                    186,                0.81108,                0.61267,                0.80645,                0.79849,                0.67729,                0.77333,                0.58475,                0.74491,                0.64964,                0.80452,              0.0047954,              0.0047954,              0.0047954
                    187,                0.81219,                 0.6016,                0.81042,                0.79778,                0.67739,                 0.7737,                0.58508,                0.74425,                0.64923,                0.80448,              0.0047671,              0.0047671,              0.0047671
                    188,                0.80775,                 0.6016,                0.80979,                0.79913,                0.67732,                0.77392,                0.58586,                0.74431,                0.64961,                0.80441,              0.0047389,              0.0047389,              0.0047389
                    189,                0.80874,                0.60068,                0.81172,                0.80053,                0.67907,                0.77375,                0.58563,                0.74402,                0.64952,                0.80443,              0.0047106,              0.0047106,              0.0047106
                    190,                0.80308,                0.59835,                0.80708,                0.79811,                0.67788,                0.77466,                0.58609,                0.74332,                0.64871,                0.80436,              0.0046823,              0.0046823,              0.0046823
                    191,                0.80317,                0.58947,                0.80811,                0.79505,                 0.6813,                0.77474,                0.58573,                 0.7435,                0.64872,                0.80443,               0.004654,               0.004654,               0.004654
                    192,                0.79636,                0.58314,                0.80864,                0.79228,                0.68392,                0.77435,                0.58568,                0.74369,                 0.6489,                0.80437,              0.0046257,              0.0046257,              0.0046257
                    193,                0.80729,                0.60056,                0.80774,                0.79305,                0.68469,                0.77413,                0.58562,                 0.7438,                0.64918,                 0.8044,              0.0045974,              0.0045974,              0.0045974
                    194,                0.79302,                0.57564,                0.80563,                0.79234,                0.68525,                0.77422,                0.58582,                0.74372,                0.64913,                0.80431,              0.0045691,              0.0045691,              0.0045691
                    195,                0.79003,                0.57801,                0.81167,                0.79284,                0.68496,                0.77402,                0.58579,                0.74367,                0.64853,                0.80435,              0.0045409,              0.0045409,              0.0045409
                    196,                0.80186,                0.58361,                0.81033,                0.79264,                0.68404,                0.77388,                0.58585,                0.74403,                0.64821,                0.80433,              0.0045126,              0.0045126,              0.0045126
                    197,                0.79851,                0.58659,                 0.8055,                0.79185,                0.68599,                0.77412,                0.58547,                0.74342,                0.64845,                0.80435,              0.0044843,              0.0044843,              0.0044843
                    198,                0.80158,                0.57729,                0.80863,                0.79114,                0.68735,                0.77439,                0.58608,                0.74355,                 0.6478,                0.80433,               0.004456,               0.004456,               0.004456
                    199,                0.78529,                0.57654,                0.80825,                0.78999,                0.68745,                0.77456,                0.58655,                0.74362,                0.64833,                0.80434,              0.0044277,              0.0044277,              0.0044277
                    200,                0.79906,                0.58217,                0.80947,                 0.7906,                0.68704,                0.77506,                0.58625,                0.74342,                0.64751,                0.80429,              0.0043994,              0.0043994,              0.0043994
                    201,                0.80105,                0.58696,                0.80628,                0.79147,                0.68717,                0.77512,                0.58628,                0.74362,                0.64727,                0.80428,              0.0043711,              0.0043711,              0.0043711
                    202,                0.80025,                0.58107,                0.80796,                0.79473,                 0.6838,                0.77566,                0.58644,                0.74335,                0.64769,                0.80416,              0.0043429,              0.0043429,              0.0043429
                    203,                0.79881,                0.57356,                0.80722,                 0.7924,                 0.6855,                0.77572,                0.58646,                 0.7433,                0.64758,                0.80415,              0.0043146,              0.0043146,              0.0043146
                    204,                0.80021,                0.58072,                0.80708,                0.78785,                0.68984,                0.77553,                0.58662,                0.74293,                0.64716,                0.80419,              0.0042863,              0.0042863,              0.0042863
                    205,                0.78895,                0.58302,                0.80794,                0.78595,                0.69119,                 0.7758,                 0.5864,                0.74353,                0.64724,                0.80425,               0.004258,               0.004258,               0.004258
                    206,                0.77484,                0.55961,                0.80765,                0.78395,                0.69543,                0.77622,                0.58732,                0.74333,                0.64755,                0.80422,              0.0042297,              0.0042297,              0.0042297
                    207,                0.79447,                0.57134,                0.80606,                   0.79,                 0.6914,                 0.7763,                0.58675,                0.74393,                0.64731,                0.80419,              0.0042014,              0.0042014,              0.0042014
                    208,                0.78341,                0.57222,                0.80789,                0.79238,                0.68973,                0.77646,                0.58715,                0.74383,                  0.647,                0.80423,              0.0041731,              0.0041731,              0.0041731
                    209,                0.78343,                0.56363,                0.80444,                0.78617,                0.69354,                0.77678,                0.58784,                0.74374,                0.64638,                0.80416,              0.0041449,              0.0041449,              0.0041449
                    210,                0.78949,                0.56319,                0.80608,                 0.7855,                0.69286,                0.77664,                0.58749,                0.74377,                0.64628,                 0.8041,              0.0041166,              0.0041166,              0.0041166
                    211,                0.78707,                0.57308,                 0.8071,                0.78556,                0.69394,                 0.7767,                0.58779,                0.74391,                0.64627,                0.80409,              0.0040883,              0.0040883,              0.0040883
                    212,                0.78166,                0.56383,                 0.8071,                0.78662,                 0.6909,                0.77656,                0.58788,                0.74355,                0.64581,                0.80408,                0.00406,                0.00406,                0.00406
                    213,                0.78112,                0.55998,                0.80784,                  0.786,                0.69263,                0.77705,                0.58818,                0.74372,                0.64568,                0.80407,              0.0040317,              0.0040317,              0.0040317
                    214,                 0.7869,                0.56199,                0.80701,                0.78757,                0.69242,                 0.7771,                0.58812,                0.74391,                0.64661,                0.80409,              0.0040034,              0.0040034,              0.0040034
                    215,                0.77904,                0.55532,                0.80916,                0.78804,                0.69218,                0.77733,                0.58866,                0.74405,                0.64652,                0.80409,              0.0039751,              0.0039751,              0.0039751
                    216,                0.78846,                0.55773,                0.80454,                0.79278,                0.68928,                0.77742,                0.58861,                0.74434,                0.64614,                0.80418,              0.0039469,              0.0039469,              0.0039469
                    217,                0.79161,                0.56789,                0.80641,                0.79454,                0.68794,                0.77772,                0.58912,                0.74445,                0.64636,                0.80413,              0.0039186,              0.0039186,              0.0039186
                    218,                0.78542,                0.54937,                 0.8088,                0.79546,                0.68906,                0.77855,                0.58882,                0.74444,                0.64583,                0.80418,              0.0038903,              0.0038903,              0.0038903
                    219,                0.77609,                 0.5506,                0.80435,                0.79499,                0.68865,                0.77871,                0.58915,                0.74436,                0.64507,                0.80418,               0.003862,               0.003862,               0.003862
                    220,                0.78034,                0.55313,                0.80735,                0.79213,                0.68998,                0.77857,                0.58949,                0.74432,                0.64419,                0.80425,              0.0038337,              0.0038337,              0.0038337
                    221,                0.77325,                0.54412,                0.80652,                0.79492,                0.68856,                0.77893,                0.59013,                0.74365,                0.64274,                0.80425,              0.0038054,              0.0038054,              0.0038054
                    222,                0.77666,                0.55139,                0.80684,                0.79685,                0.68671,                0.77898,                0.58945,                0.74398,                0.64321,                0.80427,              0.0037771,              0.0037771,              0.0037771
                    223,                0.77777,                0.55123,                0.80483,                0.79877,                0.68435,                  0.779,                0.59002,                0.74397,                  0.642,                0.80428,              0.0037489,              0.0037489,              0.0037489
                    224,                0.77373,                0.55101,                0.80523,                0.80184,                0.68326,                0.77946,                0.59012,                0.74433,                0.64201,                0.80421,              0.0037206,              0.0037206,              0.0037206
                    225,                0.76837,                0.54279,                0.80838,                0.80387,                0.68357,                0.77963,                0.59036,                0.74391,                0.64148,                0.80417,              0.0036923,              0.0036923,              0.0036923
                    226,                0.76518,                0.53967,                0.80666,                0.79904,                0.68538,                0.78013,                0.59008,                0.74351,                0.64138,                0.80416,               0.003664,               0.003664,               0.003664
                    227,                0.77497,                 0.5405,                0.80703,                0.80217,                0.68498,                0.78091,                0.59062,                0.74393,                0.64125,                0.80417,              0.0036357,              0.0036357,              0.0036357
                    228,                0.78312,                0.53807,                0.80585,                0.80135,                0.68593,                0.78117,                0.59111,                 0.7437,                0.64092,                0.80422,              0.0036074,              0.0036074,              0.0036074
                    229,                0.77596,                0.53424,                0.80477,                0.80032,                0.68631,                0.78095,                0.59046,                0.74323,                0.64001,                0.80417,              0.0035791,              0.0035791,              0.0035791
                    230,                0.77493,                0.55204,                0.80533,                0.80399,                0.68464,                0.78115,                0.59101,                0.74365,                0.64006,                0.80417,              0.0035509,              0.0035509,              0.0035509
                    231,                0.77098,                0.53159,                0.80562,                0.80116,                0.68753,                0.78143,                0.59091,                0.74361,                0.63974,                0.80414,              0.0035226,              0.0035226,              0.0035226
                    232,                0.76683,                0.53942,                0.80405,                0.80024,                0.68903,                0.78138,                0.59114,                0.74335,                0.63976,                0.80416,              0.0034943,              0.0034943,              0.0034943
                    233,                0.76902,                0.53978,                0.80214,                0.79739,                0.69396,                0.78144,                0.59167,                0.74316,                0.63961,                0.80414,               0.003466,               0.003466,               0.003466
                    234,                0.76893,                0.52877,                0.80454,                0.79689,                0.69612,                0.78152,                0.59236,                0.74313,                0.63926,                0.80413,              0.0034377,              0.0034377,              0.0034377
                    235,                0.76783,                0.53886,                0.80509,                0.79707,                0.69526,                0.78187,                0.59191,                0.74306,                0.63886,                 0.8041,              0.0034094,              0.0034094,              0.0034094
                    236,                0.76158,                0.52955,                0.80278,                0.79247,                0.70237,                0.78213,                0.59229,                0.74287,                0.63933,                0.80415,              0.0033811,              0.0033811,              0.0033811
                    237,                0.76568,                0.52683,                0.80558,                0.78977,                0.70405,                0.78291,                0.59285,                 0.7432,                0.63938,                0.80413,              0.0033529,              0.0033529,              0.0033529
                    238,                0.76339,                0.52507,                0.80507,                0.78862,                 0.7042,                0.78356,                0.59332,                0.74374,                0.63902,                 0.8041,              0.0033246,              0.0033246,              0.0033246
                    239,                0.75721,                0.52054,                0.80459,                0.79043,                0.70346,                0.78373,                0.59398,                0.74357,                0.63918,                0.80411,              0.0032963,              0.0032963,              0.0032963
                    240,                0.76044,                0.52576,                0.80382,                0.78965,                0.70421,                0.78349,                0.59416,                0.74281,                0.63839,                0.80416,               0.003268,               0.003268,               0.003268
                    241,                0.75632,                0.52207,                0.80517,                0.79069,                0.70295,                0.78351,                0.59412,                0.74315,                0.63838,                0.80417,              0.0032397,              0.0032397,              0.0032397
                    242,                0.76158,                 0.5233,                0.80696,                0.79222,                0.70233,                0.78368,                0.59332,                0.74313,                0.63744,                0.80419,              0.0032114,              0.0032114,              0.0032114
                    243,                0.76546,                0.51857,                0.80424,                0.79437,                0.70287,                0.78434,                 0.5935,                0.74296,                 0.6386,                0.80421,              0.0031831,              0.0031831,              0.0031831
                    244,                0.74948,                0.51209,                0.80325,                0.79336,                0.70267,                0.78391,                0.59333,                0.74326,                0.63891,                0.80421,              0.0031549,              0.0031549,              0.0031549
                    245,                0.74991,                 0.5134,                0.80345,                0.79571,                0.70201,                0.78467,                0.59457,                 0.7431,                0.63805,                0.80418,              0.0031266,              0.0031266,              0.0031266
                    246,                0.76549,                0.52141,                0.80253,                0.78948,                0.70704,                0.78473,                0.59417,                 0.7421,                0.63848,                0.80417,              0.0030983,              0.0030983,              0.0030983
                    247,                  0.753,                0.51246,                0.80143,                0.78706,                 0.7089,                 0.7844,                0.59396,                0.74235,                0.63825,                0.80413,                0.00307,                0.00307,                0.00307
                    248,                0.74911,                 0.5146,                0.80254,                0.78571,                0.70973,                 0.7846,                0.59387,                0.74214,                0.63758,                0.80414,              0.0030417,              0.0030417,              0.0030417
                    249,                0.75037,                0.51341,                0.80414,                0.78748,                0.70671,                0.78452,                0.59404,                0.74238,                0.63763,                0.80416,              0.0030134,              0.0030134,              0.0030134
                    250,                0.74445,                0.50855,                0.80231,                0.79133,                0.70479,                0.78507,                0.59438,                0.74179,                0.63699,                0.80408,              0.0029851,              0.0029851,              0.0029851
                    251,                0.74656,                 0.5092,                0.80559,                0.79589,                0.70208,                0.78533,                0.59472,                0.74194,                0.63675,                0.80418,              0.0029569,              0.0029569,              0.0029569
                    252,                0.74816,                0.51027,                0.80322,                  0.792,                 0.7052,                0.78532,                0.59408,                 0.7418,                 0.6365,                0.80413,              0.0029286,              0.0029286,              0.0029286
                    253,                0.73473,                0.50292,                0.79921,                0.79451,                0.70352,                0.78507,                0.59387,                0.74215,                0.63697,                0.80414,              0.0029003,              0.0029003,              0.0029003
                    254,                 0.7379,                0.50502,                0.80191,                0.79618,                 0.7032,                0.78548,                0.59422,                0.74182,                0.63681,                0.80413,               0.002872,               0.002872,               0.002872
                    255,                0.73749,                0.49935,                0.80335,                0.79214,                0.70674,                 0.7855,                0.59508,                0.74151,                0.63618,                0.80415,              0.0028437,              0.0028437,              0.0028437
                    256,                0.74138,                0.50561,                0.80192,                 0.7927,                0.70676,                0.78565,                0.59538,                0.74149,                0.63591,                0.80413,              0.0028154,              0.0028154,              0.0028154
                    257,                0.74856,                0.51061,                0.80068,                0.79221,                0.70707,                0.78569,                 0.5955,                0.74097,                0.63595,                0.80407,              0.0027871,              0.0027871,              0.0027871
                    258,                0.74519,                0.49979,                0.80152,                0.79714,                 0.7045,                0.78569,                0.59477,                 0.7411,                0.63614,                  0.804,              0.0027589,              0.0027589,              0.0027589
                    259,                0.74472,                0.49749,                0.79917,                0.79645,                0.70492,                0.78563,                0.59487,                0.74146,                0.63606,                0.80405,              0.0027306,              0.0027306,              0.0027306
                    260,                0.72719,                0.48949,                0.80028,                0.79521,                0.70635,                0.78568,                 0.5954,                0.74103,                0.63562,                0.80403,              0.0027023,              0.0027023,              0.0027023
                    261,                0.74146,                0.49963,                 0.7998,                0.79591,                0.70634,                0.78589,                0.59496,                0.74081,                0.63553,                0.80397,               0.002674,               0.002674,               0.002674
                    262,                0.74287,                0.49884,                0.80208,                0.79766,                0.70676,                 0.7862,                0.59547,                0.74065,                0.63526,                0.80401,              0.0026457,              0.0026457,              0.0026457
                    263,                0.72298,                0.48909,                0.80068,                0.79839,                0.70685,                0.78642,                0.59582,                0.74078,                 0.6354,                0.80399,              0.0026174,              0.0026174,              0.0026174
                    264,                0.73522,                0.48773,                0.79948,                0.79776,                 0.7083,                0.78673,                0.59594,                 0.7407,                0.63548,                0.80407,              0.0025891,              0.0025891,              0.0025891
                    265,                0.72324,                0.48907,                0.79885,                0.80264,                0.70627,                0.78714,                0.59627,                0.74053,                 0.6347,                0.80409,              0.0025609,              0.0025609,              0.0025609
                    266,                0.73497,                0.49095,                0.79862,                0.80388,                0.70669,                 0.7874,                0.59592,                 0.7403,                0.63455,                0.80405,              0.0025326,              0.0025326,              0.0025326
                    267,                0.73416,                  0.493,                0.80208,                0.80555,                0.70611,                0.78747,                 0.5962,                 0.7404,                0.63469,                0.80401,              0.0025043,              0.0025043,              0.0025043
                    268,                0.73506,                0.49327,                0.80162,                0.80528,                0.70589,                0.78792,                0.59684,                 0.7401,                0.63491,                0.80408,               0.002476,               0.002476,               0.002476
                    269,                0.72178,                0.48645,                0.79756,                0.80731,                0.70513,                0.78813,                0.59785,                0.73972,                0.63493,                0.80403,              0.0024477,              0.0024477,              0.0024477
                    270,                0.73269,                0.48502,                0.80096,                0.80844,                0.70431,                0.78814,                0.59716,                0.74013,                0.63441,                  0.804,              0.0024194,              0.0024194,              0.0024194
                    271,                0.72055,                0.48141,                0.79899,                0.80814,                0.70544,                0.78841,                0.59739,                0.74014,                0.63409,                0.80397,              0.0023911,              0.0023911,              0.0023911
                    272,                0.73688,                0.48591,                0.80014,                0.80908,                0.70539,                0.78873,                0.59793,                0.73976,                0.63339,                0.80398,              0.0023629,              0.0023629,              0.0023629
                    273,                0.72346,                 0.4794,                0.80112,                0.81155,                0.70507,                0.78875,                0.59782,                 0.7394,                0.63377,                0.80398,              0.0023346,              0.0023346,              0.0023346
                    274,                0.72326,                0.47956,                0.79964,                0.81283,                0.70404,                0.78885,                0.59794,                0.73894,                0.63416,                0.80393,              0.0023063,              0.0023063,              0.0023063
                    275,                0.71561,                0.48013,                0.79919,                0.81323,                0.70478,                0.78891,                0.59834,                0.73944,                0.63416,                0.80395,               0.002278,               0.002278,               0.002278
                    276,                0.72943,                0.47809,                0.80129,                0.81176,                0.70439,                0.78889,                0.59837,                 0.7394,                0.63413,                  0.804,              0.0022497,              0.0022497,              0.0022497
                    277,                0.72223,                0.47456,                0.79891,                0.81187,                0.70514,                0.78941,                0.59844,                0.73924,                0.63411,                0.80405,              0.0022214,              0.0022214,              0.0022214
                    278,                0.72687,                0.48041,                0.80029,                0.81206,                0.70516,                0.78973,                0.59853,                0.73953,                0.63499,                  0.804,              0.0021931,              0.0021931,              0.0021931
                    279,                0.72188,                0.47441,                 0.7981,                0.81118,                0.70635,                0.78942,                0.59883,                0.73938,                0.63447,                0.80409,              0.0021649,              0.0021649,              0.0021649
                    280,                0.71364,                0.47124,                0.80102,                0.81098,                0.70887,                 0.7898,                 0.5985,                0.73933,                0.63481,                0.80402,              0.0021366,              0.0021366,              0.0021366
                    281,                0.72357,                0.47705,                0.79952,                0.80997,                 0.7095,                0.79001,                0.59918,                0.73913,                0.63494,                0.80401,              0.0021083,              0.0021083,              0.0021083
                    282,                0.72461,                0.48131,                0.79679,                 0.8105,                0.70995,                0.78996,                0.59951,                0.73908,                0.63551,                0.80404,                0.00208,                0.00208,                0.00208
                    283,                0.71195,                0.46667,                0.79597,                0.81071,                0.70925,                0.79023,                0.59947,                0.73917,                0.63567,                0.80405,              0.0020517,              0.0020517,              0.0020517
                    284,                0.70917,                0.46753,                0.79935,                 0.8104,                0.70939,                0.79013,                0.59944,                0.73876,                0.63566,                0.80401,              0.0020234,              0.0020234,              0.0020234
                    285,                0.71901,                0.46575,                0.80094,                0.80985,                0.70993,                0.79033,                0.59982,                0.73873,                 0.6349,                0.80399,              0.0019951,              0.0019951,              0.0019951
                    286,                0.71923,                0.46475,                0.79956,                0.80906,                0.70938,                0.79029,                0.59989,                0.73878,                 0.6355,                0.80401,              0.0019669,              0.0019669,              0.0019669
                    287,                0.71244,                0.46542,                0.79903,                0.80917,                0.71012,                 0.7905,                0.59978,                0.73822,                0.63558,                0.80396,              0.0019386,              0.0019386,              0.0019386
                    288,                0.71432,                0.46348,                0.79842,                0.80682,                0.71333,                0.79083,                0.60059,                 0.7383,                0.63569,                0.80392,              0.0019103,              0.0019103,              0.0019103
                    289,                0.70127,                0.46152,                0.79802,                0.80709,                0.71349,                0.79093,                0.60043,                0.73804,                0.63554,                0.80392,               0.001882,               0.001882,               0.001882
                    290,                0.70284,                0.45844,                0.79972,                 0.8061,                0.71312,                0.79102,                0.60016,                0.73832,                 0.6357,                0.80398,              0.0018537,              0.0018537,              0.0018537
                    291,                0.71161,                 0.4627,                0.79907,                0.80717,                0.71172,                0.79106,                0.59989,                 0.7388,                0.63571,                  0.804,              0.0018254,              0.0018254,              0.0018254
                    292,                0.70649,                0.46314,                0.79763,                0.80732,                0.71229,                0.79103,                 0.5999,                0.73897,                0.63617,                0.80402,              0.0017971,              0.0017971,              0.0017971
                    293,                0.70607,                0.45821,                0.79716,                0.80482,                0.71273,                0.79112,                0.60034,                0.73856,                 0.6365,                0.80402,              0.0017689,              0.0017689,              0.0017689
                    294,                 0.7062,                0.46292,                0.79673,                0.79971,                0.71709,                0.79134,                 0.6002,                0.73898,                0.63672,                  0.804,              0.0017406,              0.0017406,              0.0017406
                    295,                0.69746,                0.45407,                0.79938,                0.79855,                0.71913,                0.79164,                0.60016,                0.73918,                0.63691,                0.80401,              0.0017123,              0.0017123,              0.0017123
                    296,                0.70591,                0.45371,                0.79746,                0.80751,                 0.7089,                0.79171,                0.60007,                0.73887,                0.63764,                0.80399,               0.001684,               0.001684,               0.001684
                    297,                0.70173,                0.45425,                0.80057,                0.79769,                0.71926,                0.79144,                0.60006,                0.73898,                  0.638,                0.80397,              0.0016557,              0.0016557,              0.0016557
                    298,                0.70056,                0.45208,                0.79789,                0.80088,                0.71742,                0.79146,                0.59971,                0.73923,                0.63821,                0.80398,              0.0016274,              0.0016274,              0.0016274
                    299,                0.69995,                0.45112,                0.79672,                0.79961,                0.71971,                0.79168,                0.60004,                 0.7395,                0.63805,                0.80397,              0.0015991,              0.0015991,              0.0015991
                    300,                0.68924,                0.44735,                0.79444,                0.79872,                0.72193,                0.79243,                0.60105,                0.73918,                0.63839,                0.80399,              0.0015709,              0.0015709,              0.0015709
                    301,                0.69435,                0.45309,                0.79608,                 0.8046,                0.71522,                0.79267,                0.60108,                0.73948,                0.63873,                0.80398,              0.0015426,              0.0015426,              0.0015426
                    302,                0.69225,                0.44795,                0.79527,                0.80299,                0.71581,                0.79251,                 0.6011,                0.73912,                0.63902,                  0.804,              0.0015143,              0.0015143,              0.0015143
                    303,                0.69277,                0.44723,                0.79461,                0.80233,                0.71889,                0.79255,                0.60087,                 0.7393,                0.63903,                0.80397,               0.001486,               0.001486,               0.001486
                    304,                0.70288,                0.44886,                0.79416,                0.80276,                0.71877,                0.79269,                0.60043,                 0.7397,                0.63911,                0.80393,              0.0014577,              0.0014577,              0.0014577
                    305,                0.69639,                0.45043,                0.79846,                0.80536,                  0.715,                0.79261,                 0.6008,                0.73968,                 0.6393,                0.80391,              0.0014294,              0.0014294,              0.0014294
                    306,                0.68987,                0.44168,                0.79781,                0.80433,                0.71925,                0.79303,                 0.6013,                0.73952,                0.63962,                0.80397,              0.0014011,              0.0014011,              0.0014011
                    307,                0.69112,                0.44142,                0.79679,                0.80527,                0.72034,                0.79319,                0.60116,                0.73941,                0.63974,                0.80395,              0.0013729,              0.0013729,              0.0013729
                    308,                0.68415,                0.44144,                0.79542,                0.80592,                0.71852,                0.79298,                0.60097,                0.73983,                 0.6397,                0.80395,              0.0013446,              0.0013446,              0.0013446
                    309,                0.69067,                0.43827,                0.79489,                0.80548,                0.71782,                0.79318,                 0.6013,                0.73958,                0.63939,                0.80394,              0.0013163,              0.0013163,              0.0013163
                    310,                0.69271,                0.44813,                0.79873,                0.80364,                0.71667,                0.79336,                 0.6019,                0.73973,                0.63966,                0.80396,               0.001288,               0.001288,               0.001288
                    311,                0.69444,                0.43943,                0.79506,                 0.8049,                0.71944,                0.79332,                0.60169,                0.73986,                0.63964,                  0.804,              0.0012597,              0.0012597,              0.0012597
                    312,                0.68696,                0.43667,                0.79776,                 0.7993,                0.72472,                0.79367,                 0.6019,                0.74003,                0.63985,                0.80399,              0.0012314,              0.0012314,              0.0012314
                    313,                0.67635,                0.43595,                0.79438,                0.79811,                 0.7252,                0.79421,                0.60238,                0.73994,                0.63974,                0.80399,              0.0012031,              0.0012031,              0.0012031
                    314,                0.68132,                0.43376,                0.79578,                0.80223,                0.72364,                0.79425,                0.60245,                0.73991,                0.63986,                  0.804,              0.0011749,              0.0011749,              0.0011749
                    315,                0.68698,                0.43421,                0.79701,                0.80297,                0.72334,                0.79448,                0.60257,                0.73997,                0.63987,                  0.804,              0.0011466,              0.0011466,              0.0011466
                    316,                0.68666,                 0.4345,                0.79674,                0.80225,                0.72354,                0.79419,                0.60225,                0.74027,                0.64076,                0.80405,              0.0011183,              0.0011183,              0.0011183
                    317,                0.68286,                 0.4297,                0.79569,                0.80378,                 0.7225,                0.79431,                0.60259,                0.74043,                0.64121,                0.80406,                0.00109,                0.00109,                0.00109
                    318,                0.68562,                0.43486,                0.79703,                0.80394,                0.72254,                 0.7942,                0.60213,                0.74032,                0.64101,                  0.804,              0.0010617,              0.0010617,              0.0010617
